CITY,TIMEZONE,YEAR,STR_SWH,STR_EWH,STR_TOTAL_WORKINDARK
EDIRNE,  2.0,2026,08:30:00,17:30:00,54:32:59 
EDIRNE,  2.0,2024,09:00:00,18:00:00,120:30:59
EDIRNE,  2.0,2025,09:00:00,18:00:00,119:20:59
EDIRNE,  2.0,2026,09:00:00,18:00:00,119:24:59
EDIRNE,  2.5,2024,07:00:00,16:00:00,105:25:00
EDIRNE,  2.5,2025,07:00:00,16:00:00,104:14:00
EDIRNE,  2.5,2026,07:00:00,16:00:00,104:11:00
EDIRNE,  2.5,2024,07:30:00,16:30:00,43:50:00 
EDIRNE,  2.5,2025,07:30:00,16:30:00,43:09:00 
EDIRNE,  2.5,2026,07:30:00,16:30:00,43:08:00 
EDIRNE,  2.5,2024,08:00:00,17:00:00,5:33:00  
EDIRNE,  2.5,2025,08:00:00,17:00:00,5:23:00  
EDIRNE,  2.5,2026,08:00:00,17:00:00,5:21:00  
EDIRNE,  2.5,2024,08:30:00,17:30:00,11:39:59 
EDIRNE,  2.5,2025,08:30:00,17:30:00,11:34:59 
EDIRNE,  2.5,2026,08:30:00,17:30:00,11:35:59 
EDIRNE,  2.5,2024,09:00:00,18:00:00,55:09:59 
EDIRNE,  2.5,2025,09:00:00,18:00:00,54:30:59 
EDIRNE,  2.5,2026,09:00:00,18:00:00,54:32:59 
EDIRNE,  3.0,2024,07:00:00,16:00:00,189:11:00
EDIRNE,  3.0,2025,07:00:00,16:00:00,187:31:00
EDIRNE,  3.0,2026,07:00:00,16:00:00,187:24:59
EDIRNE,  3.0,2024,07:30:00,16:30:00,105:25:00
EDIRNE,  3.0,2025,07:30:00,16:30:00,104:14:00
EDIRNE,  3.0,2026,07:30:00,16:30:00,104:11:00
EDIRNE,  3.0,2024,08:00:00,17:00:00,43:50:00 
EDIRNE,  3.0,2025,08:00:00,17:00:00,43:09:00 
EDIRNE,  3.0,2026,08:00:00,17:00:00,43:08:00 
EDIRNE,  3.0,2024,08:30:00,17:30:00,5:33:00  
EDIRNE,  3.0,2025,08:30:00,17:30:00,5:23:00  
EDIRNE,  3.0,2026,08:30:00,17:30:00,5:21:00  
EDIRNE,  3.0,2024,09:00:00,18:00:00,11:39:59 
EDIRNE,  3.0,2025,09:00:00,18:00:00,11:34:59 
EDIRNE,  3.0,2026,09:00:00,18:00:00,11:35:59 
HAKKARI,  2.0,2024,07:00:00,16:00:00,9:03:59  
HAKKARI,  2.0,2025,07:00:00,16:00:00,9:00:59  
HAKKARI,  2.0,2026,07:00:00,16:00:00,9:04:59  
HAKKARI,  2.0,2024,07:30:00,16:30:00,52:55:00 
HAKKARI,  2.0,2025,07:30:00,16:30:00,52:18:59 
HAKKARI,  2.0,2026,07:30:00,16:30:00,52:28:59 
HAKKARI,  2.0,2024,08:00:00,17:00:00,121:35:00
HAKKARI,  2.0,2025,08:00:00,17:00:00,120:25:59
HAKKARI,  2.0,2026,08:00:00,17:00:00,120:43:59
HAKKARI,  2.0,2024,08:30:00,17:30:00,215:12:00
HAKKARI,  2.0,2025,08:30:00,17:30:00,213:32:59
HAKKARI,  2.0,2026,08:30:00,17:30:00,213:55:59
HAKKARI,  2.0,2024,09:00:00,18:00:00,335:29:00
HAKKARI,  2.0,2025,09:00:00,18:00:00,333:18:59
HAKKARI,  2.0,2026,09:00:00,18:00:00,333:42:59
HAKKARI,  2.5,2024,07:00:00,16:00:00,0:00:00  
HAKKARI,  2.5,2025,07:00:00,16:00:00,0:00:00  
HAKKARI,  2.5,2026,07:00:00,16:00:00,0:00:00  
HAKKARI,  2.5,2024,07:30:00,16:30:00,9:04:00  
HAKKARI,  2.5,2025,07:30:00,16:30:00,9:01:00  
HAKKARI,  2.5,2026,07:30:00,16:30:00,9:05:00  
HAKKARI,  2.5,2024,08:00:00,17:00:00,52:55:00 
HAKKARI,  2.5,2025,08:00:00,17:00:00,52:19:00 
HAKKARI,  2.5,2026,08:00:00,17:00:00,52:29:00 
HAKKARI,  2.5,2024,08:30:00,17:30:00,121:35:00
HAKKARI,  2.5,2025,08:30:00,17:30:00,120:26:00
HAKKARI,  2.5,2026,08:30:00,17:30:00,120:44:00
HAKKARI,  2.5,2024,09:00:00,18:00:00,215:12:00
HAKKARI,  2.5,2025,09:00:00,18:00:00,213:32:59
HAKKARI,  2.5,2026,09:00:00,18:00:00,213:56:00
HAKKARI,  3.0,2024,07:00:00,16:00:00,15:45:00 
HAKKARI,  3.0,2025,07:00:00,16:00:00,15:22:00 
HAKKARI,  3.0,2026,07:00:00,16:00:00,15:21:00 
HAKKARI,  3.0,2024,07:30:00,16:30:00,0:00:00  
HAKKARI,  3.0,2025,07:30:00,16:30:00,0:00:00  
HAKKARI,  3.0,2026,07:30:00,16:30:00,0:00:00  
HAKKARI,  3.0,2024,08:00:00,17:00:00,9:04:00  
HAKKARI,  3.0,2025,08:00:00,17:00:00,9:01:00  
HAKKARI,  3.0,2026,08:00:00,17:00:00,9:05:00  
HAKKARI,  3.0,2024,08:30:00,17:30:00,52:55:00 
HAKKARI,  3.0,2025,08:30:00,17:30:00,52:19:00 
HAKKARI,  3.0,2026,08:30:00,17:30:00,52:29:00 
HAKKARI,  3.0,2024,09:00:00,18:00:00,121:35:00
HAKKARI,  3.0,2025,09:00:00,18:00:00,120:26:00
HAKKARI,  3.0,2026,09:00:00,18:00:00,120:44:00
